career_label,skills,experience_years,education_level
robotics engineer,"python, excel, communication",0,master
product manager,"sql, excel, data analysis, communication, management, project management",5,degree
system administrator,"management, azure",5,degree
system administrator,"aws, azure",0,degree
software engineer,"python, java, machine learning, docker",8,master
database administrator,"python, sql, aws",8,degree
data architect,"sql, aws, azure",10,master
ui engineer,java,5,degree
system administrator,python,0,degree
robotics engineer,"python, machine learning",5,master
robotics engineer,"python, data analysis",5,master
devops engineer,"python, aws, azure, docker",0,degree
cybersecurity analyst,"python, management, aws, azure",5,degree
business analyst,"excel, data analysis, communication, management, project management",5,degree
cloud engineer,"python, management, aws, azure",0,degree
data scientist,"python, sql, machine learning, deep learning, data analysis, statistics, management, tensorflow",3,master
human resources specialist,"communication, management",0,degree
qa engineer,java,4,unknown
system administrator,management,8,degree
ar/vr developer,,3,degree
mobile app developer,"java, sql, management",5,degree
devops engineer,"python, management, aws, azure, docker",0,degree
human resources specialist,"excel, communication, management, aws",5,degree
cloud architect,"python, java, management, aws, azure",0,degree
human resources specialist,"communication, management",5,degree
machine learning engineer,"python, machine learning, pytorch",5,unknown
system administrator,excel,8,degree
digital marketing specialist,"data analysis, management",5,degree
ux designer,,5,master
ai researcher,"python, machine learning, deep learning, tensorflow, pytorch",0,unknown
product manager,"excel, data analysis, management, project management",8,degree
ai researcher,"python, machine learning, deep learning, data analysis, tensorflow, pytorch",0,unknown
content writer,management,5,degree
e-commerce specialist,"data analysis, management",0,degree
data analyst,"python, excel, data analysis, communication, management",5,degree
devops engineer,"python, java, aws, azure, docker",0,degree
machine learning engineer,"python, machine learning, deep learning, aws, azure, tensorflow",5,master
business analyst,"sql, excel, data analysis, communication, management, project management",8,degree
e-commerce specialist,"sql, excel, data analysis, management",5,degree
cloud architect,"python, java, aws, azure, docker",8,degree
mobile app developer,java,5,master
ai researcher,"python, java, deep learning, tensorflow, pytorch",0,unknown
data engineer,"python, java, sql, machine learning",8,master
human resources specialist,"excel, communication, management",5,degree
full stack developer,"java, sql, management",0,degree
machine learning engineer,"python, sql, machine learning, data analysis, tensorflow, pytorch",4,master
content writer,"excel, communication, management",5,degree
system administrator,"python, excel, management",0,degree
cloud architect,"python, java, sql",8,degree
robotics engineer,python,0,master
software engineer,"python, java, sql, machine learning",5,degree
digital marketing specialist,"excel, data analysis",5,degree
content writer,"communication, management, project management",5,degree
it support specialist,management,5,degree
devops engineer,"python, java, sql, excel, aws, azure, docker",5,degree
digital marketing specialist,management,5,degree
cybersecurity analyst,"python, excel, management",5,degree
content writer,management,0,degree
ui engineer,java,5,master
cloud engineer,"sql, machine learning, aws, azure, docker",0,doctorate
ux designer,,5,degree
machine learning engineer,"python, machine learning, deep learning, aws, tensorflow, pytorch",5,master
robotics engineer,python,5,master
digital marketing specialist,"data analysis, management",5,degree
machine learning engineer,"python, sql, machine learning, data analysis, tensorflow, pytorch",5,master
full stack developer,"java, sql, management",0,master
human resources specialist,"communication, management",8,degree
blockchain developer,"python, java, management",0,degree
data scientist,"python, sql, excel, machine learning, deep learning, statistics, tensorflow",0,master
ai researcher,"python, machine learning, deep learning, tensorflow, pytorch",0,unknown
ux designer,,5,degree
cybersecurity analyst,"python, java",5,degree
blockchain developer,"python, java, management",0,master
robotics engineer,"python, machine learning, data analysis",5,master
game developer,,0,unknown
devops engineer,"python, aws, azure, docker",5,degree
it support specialist,"excel, communication, management",5,degree
content writer,management,5,degree
database administrator,"python, java, sql, communication, management",8,degree
digital marketing specialist,"excel, data analysis, communication",5,degree
full stack developer,"java, sql, management, aws, azure",5,degree
system administrator,"excel, communication, management, aws, azure",8,degree
data architect,"python, java, sql, excel, machine learning, communication",8,master
software engineer,"python, java, sql, machine learning, aws, azure",5,master
database administrator,"python, java, sql, aws, azure",8,degree
data analyst,"python, sql, excel",3,master
qa engineer,"python, java, management",5,master
full stack developer,"java, sql, management",5,degree
e-commerce specialist,"excel, management",5,degree
data analyst,"python, sql, excel, data analysis, management",5,degree
ar/vr developer,"java, machine learning",0,degree
system administrator,excel,8,master
qa engineer,"python, java",5,master
cloud architect,"python, java, aws, azure",8,degree
digital marketing specialist,"data analysis, management, project management",5,degree
product manager,"data analysis, communication, management",5,master
cloud engineer,"python, sql, excel, management, aws, azure, docker",5,degree
ui engineer,java,5,degree
mobile app developer,java,5,degree
cybersecurity analyst,"excel, communication, management",5,degree
mobile app developer,"java, sql, aws, docker",5,degree
machine learning engineer,"python, machine learning, data analysis, docker, tensorflow",0,master
robotics engineer,"python, machine learning",0,degree
database administrator,"python, sql, excel, management, aws, azure",8,degree
robotics engineer,"python, machine learning",0,master
content writer,"management, project management",5,degree
machine learning engineer,"python, machine learning, docker, tensorflow, pytorch",5,degree
content writer,"management, project management",8,degree
data scientist,"python, sql, machine learning, deep learning, statistics, aws, tensorflow, pytorch",5,master
cybersecurity analyst,"python, excel, communication, management",5,degree
human resources specialist,"excel, data analysis, communication, management, aws",5,degree
software engineer,"python, java, sql, machine learning, docker",5,master
cloud architect,"python, java, sql, machine learning, management, aws, azure",8,degree
machine learning engineer,"python, machine learning, deep learning, aws, tensorflow, pytorch",0,master
cloud engineer,"python, management, aws, azure",5,degree
devops engineer,"python, java, management, aws, azure, docker",0,master
product manager,"data analysis, communication, management",5,degree
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow, pytorch",0,master
cybersecurity analyst,"aws, azure",8,degree
cloud engineer,"python, sql, machine learning, aws, azure",5,degree
game developer,,5,degree
cybersecurity analyst,management,0,degree
ai researcher,"python, machine learning, deep learning, tensorflow, pytorch",0,unknown
human resources specialist,"excel, communication, management, aws",5,degree
ai researcher,"python, machine learning, tensorflow, pytorch",0,unknown
it support specialist,"communication, management",5,degree
e-commerce specialist,"java, excel, data analysis, management",5,degree
system administrator,"python, sql, management, aws, azure",0,degree
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow",8,degree
mobile app developer,java,0,unknown
machine learning engineer,"python, machine learning, data analysis, aws, tensorflow, pytorch",0,master
software engineer,"python, java, machine learning, docker",5,master
machine learning engineer,"python, sql, machine learning, deep learning, management, project management, tensorflow, pytorch",5,master
robotics engineer,"python, machine learning, communication",0,master
digital marketing specialist,data analysis,5,degree
ai researcher,"python, java, deep learning, tensorflow, pytorch",0,master
e-commerce specialist,"java, data analysis, management",5,degree
software engineer,"python, java, machine learning",5,master
software engineer,"python, java, sql, machine learning, management, docker",5,master
it support specialist,management,5,degree
ai researcher,"python, aws, pytorch",0,foundation
e-commerce specialist,"data analysis, communication, management",5,degree
mobile app developer,java,5,master
data scientist,"python, sql, machine learning, deep learning, data analysis, statistics, management, tensorflow",5,master
human resources specialist,"excel, management",8,degree
cybersecurity analyst,"python, aws, azure",8,degree
ai researcher,"python, machine learning, deep learning, aws, azure, tensorflow, pytorch",0,unknown
data engineer,"python, java, sql, machine learning, management, aws, azure, tensorflow, pytorch",5,degree
data scientist,"python, sql, machine learning, deep learning, statistics, management, aws, tensorflow, pytorch",5,master
devops engineer,"python, aws, azure, docker",5,degree
data scientist,"python, sql, machine learning, deep learning, data analysis, statistics, management, aws, tensorflow",5,master
full stack developer,"java, sql, management",0,master
ar/vr developer,java,0,master
blockchain developer,"python, java",0,master
data architect,"python, sql, machine learning, data analysis, management, aws, azure",8,master
content writer,management,5,degree
game developer,,5,degree
ai researcher,"python, machine learning, deep learning, tensorflow, pytorch",0,unknown
full stack developer,"java, sql, management",5,master
ar/vr developer,java,0,degree
game developer,,5,unknown
full stack developer,"java, sql, machine learning",5,master
data scientist,"python, sql, machine learning, deep learning, statistics, management, aws, tensorflow, pytorch",5,master
devops engineer,"python, aws, azure, docker",0,degree
ui engineer,java,3,master
data scientist,"python, sql, machine learning, statistics, communication, management, tensorflow",5,master
human resources specialist,"excel, management, aws",5,degree
data analyst,"sql, excel, data analysis, communication",5,degree
software engineer,"python, java, sql, machine learning, aws, azure",5,master
game developer,java,5,degree
software engineer,"python, java, aws, azure, docker",5,master
human resources specialist,"communication, management",8,degree
digital marketing specialist,"excel, data analysis, communication, management, project management",5,degree
data analyst,"python, sql, data analysis, management, aws, azure",3,degree
it support specialist,,5,degree
content writer,management,5,degree
it support specialist,communication,3,degree
software engineer,"python, java, machine learning, aws, azure, docker",5,master
database administrator,"python, sql, statistics, management",5,degree
ar/vr developer,,0,unknown
digital marketing specialist,"excel, data analysis, management, project management",5,degree
e-commerce specialist,management,5,degree
ar/vr developer,,0,unknown
human resources specialist,"excel, communication, management, aws",5,degree
ai researcher,"python, machine learning, deep learning, tensorflow, pytorch",5,unknown
ai researcher,"python, machine learning, deep learning, pytorch",0,unknown
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow, pytorch",5,master
cloud engineer,"python, java, aws, azure",8,degree
machine learning engineer,"python, sql, machine learning, tensorflow, pytorch",0,master
data scientist,"python, sql, machine learning, deep learning, statistics, management, tensorflow",5,master
game developer,,5,unknown
cloud engineer,"python, java, aws, azure, docker",5,degree
database administrator,"python, java, sql, excel, data analysis, management",8,degree
mobile app developer,"java, aws",0,degree
machine learning engineer,"python, sql, machine learning, deep learning, docker, tensorflow, pytorch",5,master
ar/vr developer,,5,unknown
product manager,"data analysis, communication",5,master
software engineer,"python, java, sql, machine learning, data analysis",5,master
human resources specialist,management,5,degree
cybersecurity analyst,management,0,degree
cloud engineer,"python, management, aws, azure",5,degree
ar/vr developer,,5,degree
e-commerce specialist,"data analysis, management, project management",8,degree
qa engineer,"python, java, management",5,degree
cloud architect,"python, java, management, aws, azure, docker",8,degree
human resources specialist,"data analysis, management",5,degree
cybersecurity analyst,"python, excel, management",0,degree
blockchain developer,"python, java, management",5,degree
data analyst,"python, sql, data analysis, management",3,degree
human resources specialist,"excel, data analysis, communication, management",5,degree
game developer,java,5,degree
cybersecurity analyst,,0,degree
database administrator,"python, sql, aws",8,degree
ux designer,communication,5,degree
cloud architect,"python, aws",0,degree
cloud architect,"python, aws, azure, docker",8,degree
it support specialist,"communication, management",5,degree
game developer,,0,unknown
data scientist,"python, sql, machine learning, deep learning, management, tensorflow, pytorch",5,master
robotics engineer,"python, machine learning, data analysis",0,master
blockchain developer,"python, java, management",0,degree
cybersecurity analyst,"management, aws, azure",5,degree
full stack developer,"java, sql, excel",5,degree
e-commerce specialist,"java, sql, management",5,degree
database administrator,"python, sql, aws, azure",0,degree
ux designer,"communication, management, project management",5,degree
business analyst,"sql, excel, data analysis, communication, management, project management",5,degree
game developer,java,5,degree
full stack developer,"java, sql, management",5,master
cloud engineer,"python, java, communication, management, aws, azure",5,degree
full stack developer,"java, sql, machine learning, tensorflow",5,master
software engineer,"python, machine learning, docker",0,master
qa engineer,"python, java, sql, management",5,degree
devops engineer,"python, aws, azure, docker",0,degree
mobile app developer,java,5,degree
robotics engineer,"python, machine learning",8,unknown
database administrator,"sql, management, aws, azure",0,degree
digital marketing specialist,"excel, data analysis",5,degree
it support specialist,sql,5,degree
game developer,java,5,degree
ui engineer,java,5,degree
system administrator,python,8,degree
e-commerce specialist,"data analysis, management",5,degree
qa engineer,"python, java, management",3,master
blockchain developer,"python, java, management",0,degree
ux designer,,5,degree
business analyst,"sql, data analysis, communication, management, project management",5,degree
system administrator,"python, management, aws, azure",8,degree
ai researcher,"python, deep learning, tensorflow, pytorch",0,unknown
data architect,"python, java, sql, excel, management, aws, azure",8,degree
data engineer,"python, java, sql",8,master
human resources specialist,"communication, management",5,degree
full stack developer,"java, sql, management",5,master
cloud architect,"python, java, excel, communication, management, aws, azure",8,degree
cloud engineer,"python, java, aws, azure",0,degree
data architect,"python, java, sql, data analysis, management, aws, azure",8,degree
full stack developer,"java, sql",5,master
business analyst,"sql, data analysis, communication, management",5,master
product manager,"communication, management, project management",8,master
content writer,"communication, management",5,degree
software engineer,"python, java, sql, machine learning, aws, azure, docker",5,master
data scientist,"python, sql, machine learning, deep learning, data analysis, statistics, management, tensorflow",5,master
data engineer,"python, java, aws",0,degree
blockchain developer,"python, java, management",5,degree
qa engineer,,5,degree
database administrator,"python, sql, management, aws, azure",8,degree
cloud engineer,"python, java, aws, azure",0,degree
digital marketing specialist,excel,0,degree
data architect,"python, java, sql, excel, machine learning, communication, aws, azure",8,master
software engineer,"python, java, management, docker",5,degree
machine learning engineer,"python, java, sql, machine learning, deep learning, tensorflow, pytorch",5,master
ux designer,communication,5,degree
mobile app developer,"java, sql, excel, management",5,degree
mobile app developer,"sql, machine learning, management",5,degree
cloud engineer,"python, excel, management, aws, azure",5,degree
mobile app developer,"java, sql, management",0,degree
data analyst,"python, sql, data analysis, management",5,degree
blockchain developer,"python, java, management",0,master
product manager,"data analysis, communication, management",8,degree
cybersecurity analyst,"python, excel, communication, management, aws, azure",5,degree
product manager,"communication, management",8,master
game developer,python,5,degree
business analyst,"excel, data analysis, communication, management, project management",8,degree
qa engineer,"python, java, docker",3,degree
ui engineer,java,5,degree
data scientist,"python, java, sql, machine learning, deep learning, data analysis, statistics, tensorflow",5,master
ui engineer,java,5,degree
ar/vr developer,,3,foundation
data architect,"python, java, sql, aws, azure",8,master
ai researcher,"python, deep learning, aws, tensorflow, pytorch",0,unknown
blockchain developer,"java, management",5,degree
content writer,communication,0,unknown
cloud engineer,"python, management, aws, azure",5,degree
machine learning engineer,"python, sql, machine learning, deep learning, docker, tensorflow, pytorch",5,master
business analyst,"excel, communication, management, project management",5,degree
full stack developer,"java, sql, management, aws, azure",5,master
software engineer,"python, java, aws, azure, docker",5,master
data analyst,"python, sql, excel, data analysis, management",0,degree
digital marketing specialist,"excel, management",5,degree
business analyst,"sql, data analysis, communication, management, project management",8,master
ai researcher,"python, deep learning, tensorflow, pytorch",0,unknown
data scientist,"python, sql, machine learning, deep learning, data analysis, aws, tensorflow",5,master
ui engineer,java,3,degree
qa engineer,"excel, communication, aws",5,degree
cybersecurity analyst,python,0,degree
devops engineer,"python, aws, azure, docker",0,degree
data analyst,"python, sql, excel, data analysis, statistics, management",5,degree
system administrator,"python, excel, communication, aws, azure",0,degree
ux designer,"communication, management, project management",5,degree
human resources specialist,"communication, management, aws",5,degree
ar/vr developer,java,0,degree
cloud architect,"python, java, management, aws, azure",8,degree
data scientist,"python, sql, machine learning, data analysis, management, tensorflow",5,master
data engineer,"python, sql, machine learning",5,degree
qa engineer,excel,5,degree
devops engineer,"python, management, aws, azure, docker",0,degree
mobile app developer,"java, aws",5,degree
cloud engineer,"python, java, sql, aws, azure",0,degree
it support specialist,"communication, aws, azure",5,degree
game developer,"management, project management",5,unknown
machine learning engineer,"python, machine learning, aws, azure, tensorflow, pytorch",5,master
cloud architect,"python, management, aws, azure, docker",8,degree
cloud engineer,"python, sql, management, aws, azure",5,degree
ux designer,java,5,degree
data analyst,"python, sql, excel, data analysis, management",5,degree
data architect,"python, java, sql, management",8,master
robotics engineer,"python, machine learning, data analysis",0,master
digital marketing specialist,"java, management",5,degree
cybersecurity analyst,"python, java, excel, communication, aws, azure",5,degree
data engineer,"python, java, sql, machine learning, aws, azure, docker, tensorflow",5,master
product manager,"communication, management",8,master
robotics engineer,python,8,master
blockchain developer,"python, java, sql, management",0,degree
data analyst,"python, sql, excel, data analysis, management",5,degree
business analyst,"python, sql, excel, data analysis, communication",5,degree
content writer,"excel, communication, management",5,degree
ux designer,communication,5,degree
ui engineer,java,5,degree
cloud architect,"sql, aws, azure, docker",8,degree
qa engineer,"python, java, excel",5,master
cybersecurity analyst,"python, java, excel, communication, management",5,unknown
data scientist,"python, sql, machine learning, deep learning, statistics, management, tensorflow",0,master
cloud architect,"python, management, aws, azure, docker",8,degree
qa engineer,"java, management",5,degree
blockchain developer,"python, java, management",5,degree
cloud engineer,"python, aws, azure, docker",0,degree
product manager,"data analysis, communication, management, project management",8,master
ai researcher,"python, deep learning, tensorflow, pytorch",5,unknown
software engineer,"python, java, aws, azure, docker",5,master
content writer,management,5,degree
e-commerce specialist,,5,degree
business analyst,"excel, data analysis, communication, management, project management",5,degree
data engineer,"python, java, sql, machine learning, aws, azure",8,degree
data analyst,"python, data analysis, management",5,master
cloud architect,"python, aws, azure, docker",8,degree
content writer,"excel, management",5,degree
machine learning engineer,"python, machine learning, deep learning, tensorflow, pytorch",5,master
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow, pytorch",0,degree
blockchain developer,python,0,degree
machine learning engineer,"python, machine learning, deep learning, data analysis, tensorflow, pytorch",0,master
machine learning engineer,"python, machine learning, deep learning, data analysis, statistics, aws, tensorflow, pytorch",5,master
e-commerce specialist,"excel, data analysis, management",5,degree
cloud engineer,"python, excel, aws, azure",0,degree
e-commerce specialist,"excel, data analysis, communication, management",5,degree
qa engineer,"python, java, communication, management, project management",5,master
human resources specialist,"excel, communication, management",8,degree
cybersecurity analyst,"management, aws, azure",5,degree
it support specialist,"excel, communication",5,degree
data analyst,"python, sql, excel, data analysis, management",5,degree
devops engineer,"python, aws, docker",5,degree
ui engineer,java,5,degree
data engineer,"python, java, sql, machine learning, data analysis, aws, azure, tensorflow",8,master
database administrator,"python, java, sql, excel, communication, management, aws, azure",0,degree
content writer,excel,0,degree
full stack developer,"java, sql, management",5,degree
human resources specialist,"management, aws",8,degree
business analyst,"sql, data analysis, communication, management, project management",5,degree
blockchain developer,"python, java, management",5,master
game developer,"python, java",0,unknown
cloud engineer,"python, aws, azure",5,degree
devops engineer,"python, aws, azure, docker",5,degree
game developer,,0,unknown
human resources specialist,management,8,degree
content writer,management,5,degree
cybersecurity analyst,,8,degree
ai researcher,"python, tensorflow, pytorch",0,unknown
mobile app developer,"java, sql, management",0,master
blockchain developer,"python, java, management",3,degree
data analyst,"python, sql, excel, data analysis, management",5,degree
e-commerce specialist,"excel, management",5,degree
product manager,"communication, management, project management",8,degree
system administrator,,0,degree
data scientist,"python, sql, machine learning, data analysis, statistics, management, tensorflow",5,master
data architect,"python, java, sql, data analysis, aws, azure",8,master
data architect,"python, java, sql, management",8,master
devops engineer,"python, sql, aws, azure, docker",0,degree
e-commerce specialist,"data analysis, communication, management",5,degree
e-commerce specialist,,5,degree
human resources specialist,management,5,degree
data analyst,"python, sql, excel, data analysis, management",5,degree
blockchain developer,"python, java, management",5,degree
software engineer,"python, java, sql, machine learning, management, docker",5,master
data architect,"python, java, sql, aws, azure",8,master
software engineer,"python, java, excel, machine learning, communication, aws, azure, docker",5,master
cloud engineer,"python, management, aws, azure",5,degree
cloud architect,"python, java, management, aws, azure, docker",8,degree
full stack developer,"java, sql, docker",5,master
business analyst,"data analysis, communication, management, project management",5,degree
system administrator,"aws, azure",8,degree
machine learning engineer,"python, sql, machine learning, deep learning, management, tensorflow, pytorch",0,master
data architect,"python, java, sql",8,degree
devops engineer,"python, java, aws, azure, docker",0,degree
ai researcher,"python, java, machine learning, deep learning, azure, tensorflow, pytorch",0,unknown
cloud engineer,"python, java, aws, azure",5,degree
product manager,"data analysis, communication, management, project management",8,master
game developer,"java, machine learning, tensorflow",4,degree
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow",0,master
it support specialist,excel,5,degree
business analyst,"sql, excel, data analysis, communication",5,degree
system administrator,"aws, azure",0,degree
full stack developer,"java, sql, management",5,master
data scientist,"python, sql, machine learning, statistics, management, tensorflow, pytorch",5,unknown
data scientist,"python, sql, machine learning, data analysis, statistics, management, tensorflow, pytorch",5,master
full stack developer,"java, sql, management",5,master
system administrator,"python, sql, excel, communication, management, aws, azure",0,degree
data scientist,"python, sql, machine learning, deep learning, aws, tensorflow",0,master
machine learning engineer,"python, sql, machine learning, deep learning, aws, azure, tensorflow, pytorch",0,master
digital marketing specialist,"excel, management",5,degree
devops engineer,"python, management, aws, azure, docker",0,degree
cloud engineer,"python, sql, excel, aws, azure",0,degree
ux designer,management,5,degree
mobile app developer,"java, sql, management",0,degree
ai researcher,"python, machine learning, tensorflow, pytorch",0,unknown
cloud architect,"python, java, aws, azure, docker",2,degree
database administrator,"python, sql, management",10,degree
devops engineer,"management, aws, azure, docker",5,degree
human resources specialist,"excel, communication, management",8,degree
system administrator,"python, management, aws, azure",8,degree
blockchain developer,"python, java, sql, excel, management",5,master
system administrator,"excel, aws, azure",8,degree
cybersecurity analyst,"python, management, aws, azure",5,degree
full stack developer,"python, java, sql, management",5,degree
game developer,,5,degree
ar/vr developer,,0,unknown
blockchain developer,"python, java, management",5,degree
cloud engineer,"python, java, sql, aws, azure",5,degree
game developer,,5,unknown
database administrator,"python, java, sql, management",0,degree
ar/vr developer,java,0,degree
mobile app developer,"java, aws",5,degree
robotics engineer,python,0,master
ai researcher,"python, java, machine learning, deep learning, tensorflow, pytorch",0,unknown
e-commerce specialist,"excel, data analysis, communication, management",5,degree
product manager,"data analysis, communication, management",8,master
digital marketing specialist,data analysis,5,degree
blockchain developer,"java, management",5,degree
system administrator,"python, aws, azure",8,degree
cloud engineer,"python, java, aws, azure",0,degree
content writer,"communication, management",5,degree
database administrator,"sql, aws, azure",8,degree
robotics engineer,python,5,master
robotics engineer,python,0,master
e-commerce specialist,"data analysis, management",5,degree
cloud engineer,"python, excel, communication, aws, azure",5,degree
human resources specialist,"excel, data analysis, communication, management",5,degree
machine learning engineer,"python, machine learning, deep learning, aws, azure, tensorflow, pytorch",5,master
ui engineer,java,5,master
ar/vr developer,,5,degree
devops engineer,"python, aws, azure",0,degree
data analyst,"python, sql, excel, data analysis, statistics, management",3,degree
cybersecurity analyst,"python, excel, management",5,degree
product manager,"communication, management, project management",0,master
human resources specialist,"excel, communication, management",8,degree
game developer,java,5,unknown
ai researcher,"python, java, machine learning, deep learning, tensorflow, pytorch",0,unknown
software engineer,"python, java, sql, machine learning, aws, azure, docker",3,degree
product manager,"data analysis, communication, management, project management",8,master
business analyst,"sql, excel, data analysis, communication, management, project management",5,degree
ui engineer,"java, excel",5,degree
ai researcher,"python, machine learning, deep learning, tensorflow, pytorch",0,unknown
blockchain developer,"python, java, sql, communication, management",0,degree
full stack developer,"java, sql, management",5,master
cloud architect,"python, java, management, aws, azure",8,degree
business analyst,"excel, data analysis, communication, management",5,degree
ar/vr developer,java,5,unknown
ui engineer,java,5,degree
content writer,"excel, communication",5,unknown
business analyst,"sql, excel, data analysis, communication, management",5,degree
business analyst,"sql, excel, data analysis, communication, management, project management",5,degree
data analyst,"python, sql, excel, management",5,degree
data architect,"python, java, sql, machine learning, management, aws, azure",10,master
e-commerce specialist,"excel, data analysis, management",5,degree
machine learning engineer,"python, machine learning, deep learning, pytorch",5,master
system administrator,"excel, communication",8,degree
product manager,management,8,unknown
ui engineer,"java, communication",5,master
data architect,"sql, aws, azure",8,master
cloud architect,"python, java, management, aws, azure",8,degree
cybersecurity analyst,"python, aws, azure",0,degree
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow, pytorch",5,degree
e-commerce specialist,"data analysis, management",5,degree
game developer,,5,degree
content writer,,5,degree
ar/vr developer,java,0,degree
cloud architect,"aws, azure, docker",8,degree
human resources specialist,"management, aws",5,degree
ar/vr developer,,0,unknown
digital marketing specialist,"excel, data analysis, management",5,degree
data scientist,"python, sql, machine learning, deep learning, statistics, management, aws, tensorflow, pytorch",5,master
cloud architect,"python, java, management, aws, azure, docker",0,degree
cybersecurity analyst,,0,master
cloud architect,"management, aws, azure",8,degree
digital marketing specialist,,5,degree
devops engineer,"python, aws, azure, docker",5,degree
ar/vr developer,,5,degree
data architect,"python, java, sql, machine learning, aws, azure",0,degree
data architect,"python, java, sql, aws, azure",8,degree
data scientist,"python, machine learning, deep learning, statistics, management, tensorflow, pytorch",5,master
e-commerce specialist,"data analysis, management",5,degree
devops engineer,"python, management, aws, azure, docker",5,degree
blockchain developer,"python, java, management",0,master
digital marketing specialist,management,5,degree
data architect,"sql, aws, azure",8,master
full stack developer,"java, sql",3,master
system administrator,"python, management, aws, azure",10,degree
devops engineer,"python, management, aws, azure, docker",0,degree
ai researcher,"python, tensorflow, pytorch",0,unknown
data analyst,"python, sql, excel, data analysis",3,degree
cybersecurity analyst,"python, management, aws, azure",5,degree
robotics engineer,"python, java, excel, data analysis, management",5,master
qa engineer,"python, java",5,master
ui engineer,java,5,master
human resources specialist,"excel, data analysis, communication, management",8,degree
ux designer,communication,5,degree
game developer,,0,unknown
cybersecurity analyst,"excel, management",5,degree
e-commerce specialist,"excel, data analysis",5,degree
content writer,management,5,degree
game developer,,0,unknown
database administrator,"python, java, sql, management",8,degree
blockchain developer,"java, management",3,degree
cybersecurity analyst,management,0,degree
ux designer,,5,degree
devops engineer,"python, aws, azure, docker",0,degree
human resources specialist,"data analysis, communication, management",5,degree
cloud engineer,"python, java, aws, azure",0,master
devops engineer,"python, aws, azure, docker",0,degree
data architect,"python, java, sql, machine learning, aws, azure",8,master
digital marketing specialist,"data analysis, communication",5,degree
cloud architect,"python, java, aws, azure, docker",0,degree
qa engineer,"python, java, management",5,master
machine learning engineer,"python, machine learning, deep learning, data analysis, aws, pytorch",5,master
product manager,"excel, data analysis, communication, management, project management",5,master
ux designer,"communication, management, project management",5,degree
qa engineer,"python, sql",5,unknown
database administrator,"sql, management",8,degree
it support specialist,"management, aws, azure",0,degree
blockchain developer,"python, java, docker",0,degree
it support specialist,python,5,degree
data scientist,"python, sql, machine learning, deep learning, data analysis, management, tensorflow, pytorch",0,master
data engineer,"python, java, sql, machine learning, management, aws, azure, tensorflow, pytorch",5,degree
e-commerce specialist,excel,5,degree
data engineer,"python, java, sql, machine learning, aws, azure",0,degree
digital marketing specialist,"data analysis, management",5,degree
cloud architect,"python, aws, azure",8,degree
data analyst,"python, sql, excel, machine learning, management",3,degree
e-commerce specialist,"java, management",5,degree
it support specialist,,5,degree
machine learning engineer,"python, machine learning, tensorflow, pytorch",5,master
cybersecurity analyst,"python, java, aws, azure",0,degree
full stack developer,"java, sql, data analysis, management, docker",5,unknown
database administrator,"python, sql, management",8,degree
ai researcher,"python, java, deep learning, aws, tensorflow, pytorch",0,unknown
mobile app developer,"java, sql, excel, management",0,doctorate
devops engineer,"python, aws, azure, docker",0,degree
qa engineer,"python, java, excel, communication",5,degree
game developer,"python, java",5,degree
content writer,management,5,degree
data architect,sql,8,master
database administrator,"python, java, sql, management",8,degree
qa engineer,,5,master
full stack developer,"java, sql, excel, management",0,degree
machine learning engineer,"python, machine learning, deep learning, aws, docker, tensorflow, pytorch",0,master
data architect,"python, java, sql",8,degree
ai researcher,"python, deep learning, tensorflow, pytorch",0,unknown
content writer,"excel, management",8,degree
ui engineer,java,5,master
mobile app developer,"java, excel",5,degree
database administrator,"python, java, sql",8,degree
ux designer,management,5,degree
software engineer,"python, java, machine learning, docker",0,master
full stack developer,"java, sql, management",5,degree
system administrator,"python, sql, aws, azure",8,degree
qa engineer,"python, java, sql",5,master
database administrator,"sql, excel, communication, aws, azure",5,degree
qa engineer,"python, java, sql, management",5,master
data architect,"python, java, sql, management, aws, azure",8,master
cybersecurity analyst,"python, management, aws, azure",5,degree
machine learning engineer,"python, machine learning, deep learning, data analysis, aws, tensorflow",5,master
blockchain developer,"python, java, sql, management",5,degree
ui engineer,java,5,degree
content writer,,0,master
system administrator,"excel, management",5,degree
cybersecurity analyst,python,5,degree
ar/vr developer,,5,degree
ar/vr developer,,5,unknown
content writer,"excel, management",5,degree
qa engineer,"python, java, excel",5,degree
data architect,"python, java, sql, machine learning, aws, azure",8,degree
ai researcher,"python, machine learning, deep learning, tensorflow, pytorch",0,unknown
data architect,"sql, excel, management, aws, azure",8,degree
digital marketing specialist,management,5,degree
data engineer,"python, java, sql, machine learning, aws, azure",5,master
cloud architect,"python, management, aws, azure",8,degree
human resources specialist,"excel, management",5,degree
data engineer,"python, java, sql, machine learning, aws, azure",8,degree
mobile app developer,"java, management, project management",5,degree
content writer,,5,degree
it support specialist,"aws, azure",5,degree
cloud engineer,"python, management, aws, azure",0,degree
blockchain developer,"python, java, management",5,degree
blockchain developer,"python, java, management",0,degree
content writer,"communication, management",5,degree
